206 'S\xc3\xa3o Paulo' 'BRA' 'S\xc3\xa3o Paulo' 9968485
939 'Jakarta' 'IDN' 'Jakarta Raya' 9604900
1024 'Mumbai (Bombay)' 'IND' 'Maharashtra' 10500000
1890 'Shanghai' 'CHN' 'Shanghai' 9696300
2331 'Seoul' 'KOR' 'Seoul' 9981619
2822 'Karachi' 'PAK' 'Sindh' 9269265
